Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,131.910004,132.580002,131.550003,132.440002,130.025513,17822400
2019-06-04,131.389999,131.759995,130.550003,130.929993,128.543045,14250000
2019-06-05,130.520004,130.949997,130.119995,130.190002,127.816513,8815200
2019-06-06,130.970001,131.589996,130.320007,130.610001,128.228836,9621100
2019-06-07,131.789993,132.070007,131.440002,131.740005,129.338242,11378500
2019-06-10,130.679993,130.699997,130.320007,130.500000,128.120865,8288700
2019-06-11,130.419998,130.759995,130.320007,130.580002,128.199417,5115100
2019-06-12,130.389999,130.750000,130.300003,130.679993,128.297592,5278700
2019-06-13,130.800003,131.250000,130.789993,131.130005,128.739380,5560400
2019-06-14,131.100006,131.710007,131.089996,131.460007,129.063354,5838800
2019-06-17,131.389999,131.759995,131.130005,131.690002,129.289185,6046400
2019-06-18,132.740005,132.860001,131.949997,132.350006,129.937134,10320700
2019-06-19,131.860001,132.720001,131.580002,132.539993,130.123672,11962500
2019-06-20,132.910004,133.509995,132.589996,132.889999,130.467285,10721500
2019-06-21,132.509995,132.529999,131.380005,131.429993,129.033890,14495000
2019-06-24,132.160004,132.529999,132.080002,132.410004,129.996033,6378800
2019-06-25,132.789993,133.089996,132.720001,132.820007,130.398575,9604600
2019-06-26,132.679993,132.699997,131.880005,131.970001,129.564056,12766800
2019-06-27,132.309998,133.089996,131.990005,132.899994,130.477097,9724200
2019-06-28,132.580002,133.080002,132.449997,132.809998,130.388733,8149200
2019-07-01,132.570007,132.750000,131.589996,132.240005,130.083786,14141600
2019-07-02,132.570007,133.389999,132.460007,133.259995,131.087143,10494300
2019-07-03,133.520004,134.289993,133.509995,134.210007,132.021683,5380300
2019-07-05,132.539993,132.550003,131.669998,132.429993,130.270691,12180100
2019-07-08,133.050003,133.220001,132.610001,132.610001,130.447754,6490000
2019-07-09,132.679993,132.710007,132.160004,132.559998,130.398575,6215700
2019-07-10,132.350006,132.440002,131.509995,131.830002,129.680496,9470000
2019-07-11,131.309998,131.410004,129.759995,130.070007,127.949188,14126800
2019-07-12,129.919998,130.449997,129.679993,130.220001,128.096725,6992000
2019-07-15,130.449997,131.050003,130.449997,130.970001,128.834503,6055500
2019-07-16,130.169998,130.600006,129.960007,130.580002,128.450882,6172700
2019-07-17,131.059998,132.020004,131.050003,131.990005,129.837891,9662200
2019-07-18,131.470001,132.320007,131.240005,132.000000,129.847717,5725700
2019-07-19,131.589996,131.929993,131.509995,131.690002,129.542770,5804800
2019-07-22,132.470001,132.490005,131.740005,131.940002,129.788696,5204100
2019-07-23,131.600006,131.740005,130.970001,131.220001,129.080460,8108900
2019-07-24,131.600006,131.899994,131.470001,131.789993,129.641113,6389700
2019-07-25,131.250000,131.410004,130.509995,131.160004,129.021408,8893100
2019-07-26,131.699997,131.779999,131.250000,131.470001,129.326385,6188400
2019-07-29,131.820007,131.949997,131.399994,131.509995,129.365692,6231800
2019-07-30,132.000000,132.100006,131.429993,131.830002,129.680496,5678500
2019-07-31,131.699997,133.330002,131.660004,132.889999,130.723175,15798700
2019-08-01,133.389999,135.389999,133.259995,135.259995,133.319412,26664800
2019-08-02,135.660004,136.509995,135.399994,136.509995,134.551453,15143100
2019-08-05,138.139999,138.889999,137.660004,138.869995,136.877625,18543000
2019-08-06,138.199997,139.979996,138.089996,139.979996,137.971710,12747400
2019-08-07,142.399994,143.059998,139.779999,140.029999,138.020966,32582000
2019-08-08,139.139999,140.429993,137.979996,140.330002,138.316666,14746000
2019-08-09,140.669998,141.550003,139.869995,140.050003,138.040695,10626000
2019-08-12,141.720001,143.429993,141.509995,142.970001,140.918808,14094300
2019-08-13,143.809998,143.910004,141.949997,142.479996,140.435822,15974900
2019-08-14,145.160004,145.729996,144.710007,145.690002,143.599762,15068900
2019-08-15,145.949997,148.600006,145.580002,147.309998,145.196518,23588700
2019-08-16,146.059998,146.509995,144.839996,146.130005,144.033447,17150500
2019-08-19,143.570007,144.660004,143.509995,144.039993,141.973419,13614700
2019-08-20,145.279999,145.619995,144.839996,145.529999,143.442047,7451500
2019-08-21,144.720001,145.789993,144.289993,144.559998,142.485977,9372000
2019-08-22,144.000000,144.699997,143.479996,143.600006,141.539764,13878800
2019-08-23,143.520004,146.270004,143.429993,145.960007,143.865921,16191800
2019-08-26,145.869995,146.289993,145.289993,145.369995,143.284363,12174500
2019-08-27,146.630005,147.720001,146.479996,147.610001,145.492233,11332300
2019-08-28,148.779999,148.899994,147.660004,147.800003,145.679520,10095900
2019-08-29,147.250000,147.339996,146.130005,147.240005,145.127548,8884900
2019-08-30,146.610001,147.479996,146.360001,147.279999,145.166946,13550800
2019-09-03,147.089996,148.669998,146.570007,147.210007,145.354568,15660800
2019-09-04,146.529999,147.619995,146.479996,147.429993,145.571793,7962200
2019-09-05,145.660004,145.800003,143.889999,144.759995,142.935455,19382900
2019-09-06,145.259995,146.029999,145.080002,145.789993,143.952469,9466400
2019-09-09,143.830002,144.000000,143.190002,143.199997,141.395126,15862700
2019-09-10,142.839996,143.289993,140.660004,140.690002,138.916748,13851400
2019-09-11,140.399994,141.149994,140.389999,140.440002,138.669907,10941700
2019-09-12,141.500000,141.800003,139.059998,139.520004,137.761490,19163300
2019-09-13,138.279999,138.710007,136.539993,136.539993,134.819046,18922200
2019-09-16,137.880005,138.570007,137.250000,138.279999,136.537125,10971600
2019-09-17,138.360001,139.600006,138.020004,139.029999,137.277664,9081200
2019-09-18,139.929993,140.660004,139.529999,139.619995,137.860245,10984600
2019-09-19,140.759995,140.990005,139.970001,140.039993,138.274933,13176200
2019-09-20,140.770004,141.979996,140.440002,141.889999,140.101639,11519800
2019-09-23,142.240005,143.160004,141.699997,141.860001,140.072006,15246700
2019-09-24,142.419998,143.850006,142.410004,143.570007,141.760452,12421600
2019-09-25,143.259995,143.550003,141.139999,141.470001,139.686920,14147100
2019-09-26,142.270004,142.990005,141.899994,142.380005,140.585449,9636500
2019-09-27,142.320007,142.979996,142.139999,142.729996,140.931030,10386900
2019-09-30,141.880005,143.089996,141.839996,143.080002,141.276627,8006900
2019-10-01,141.259995,143.910004,141.139999,143.259995,141.701935,16613700
2019-10-02,143.460007,144.270004,143.240005,143.610001,142.048141,12891500
2019-10-03,143.979996,145.669998,143.919998,144.919998,143.343903,13470500
2019-10-04,145.350006,146.029999,145.199997,145.990005,144.402237,11516200
2019-10-07,145.160004,145.529999,144.710007,144.779999,143.205399,11013900
2019-10-08,145.820007,145.929993,144.619995,145.169998,143.591187,14529700
2019-10-09,144.600006,144.610001,143.800003,144.350006,142.780106,8608800
2019-10-10,143.119995,143.179993,141.729996,142.199997,140.653473,15054200
2019-10-11,140.979996,141.100006,139.710007,140.440002,138.912628,26294000
2019-10-14,141.479996,141.509995,141.080002,141.460007,139.921524,5936900
2019-10-15,140.669998,140.949997,139.550003,139.750000,138.230133,11832300
2019-10-16,139.639999,140.059998,139.350006,139.919998,138.398254,7729500
2019-10-17,139.520004,140.380005,139.300003,139.580002,138.061981,6219300
2019-10-18,139.809998,140.229996,139.449997,139.580002,138.061981,6456100
2019-10-21,138.570007,138.990005,138.229996,138.529999,137.023407,8038000
2019-10-22,139.380005,139.529999,138.639999,139.339996,137.824570,6683300
2019-10-23,140.029999,140.309998,139.360001,139.479996,137.963043,5995400
2019-10-24,139.679993,140.240005,139.029999,139.199997,137.686111,6161700
2019-10-25,139.529999,139.550003,138.309998,138.520004,137.013504,5669800
2019-10-28,137.580002,137.580002,136.990005,137.259995,135.767166,11402100
2019-10-29,137.619995,137.740005,137.169998,137.350006,135.856232,5296600
2019-10-30,137.770004,139.449997,137.770004,139.360001,137.844376,10914100
2019-10-31,140.479996,141.679993,140.429993,141.240005,139.703934,15834100
