Date,Open,High,Low,Close,Adj Close,Volume
2020-04-02,208.309998,214.789993,207.179993,213.960007,213.424515,8231900
2020-04-03,212.729996,214.550003,208.690002,210.600006,210.072937,6664500
2020-04-06,218.949997,227.910004,218.119995,226.529999,225.963058,10322500
2020-04-07,235.460007,236.160004,226.449997,226.600006,226.032883,10857700
2020-04-08,229.139999,235.250000,226.839996,234.330002,233.743546,7010200
2020-04-09,237.839996,240.190002,235.110001,237.139999,236.546509,9418400
2020-04-13,236.410004,236.690002,230.960007,233.960007,233.374466,6761900
2020-04-14,238.699997,240.470001,236.880005,239.679993,239.080139,5391900
2020-04-15,234.479996,236.580002,232.389999,235.080002,234.491653,6828000
2020-04-16,235.699997,236.059998,232.179993,235.339996,234.751007,6126400
2020-04-17,241.600006,242.660004,238.250000,242.429993,241.956909,5924500
2020-04-20,238.240005,241.110001,236.259995,236.639999,236.178223,7357400
2020-04-21,231.330002,233.339996,229.410004,230.220001,229.770752,6571400
2020-04-22,234.399994,236.270004,233.389999,234.770004,234.311874,4323900
2020-04-23,235.509995,238.919998,234.830002,235.070007,234.611298,6364800
2020-04-24,236.610001,238.330002,234.199997,237.830002,237.365906,3572500
2020-04-27,239.119995,242.190002,238.449997,241.320007,240.849091,3632500
2020-04-28,245.009995,245.160004,240.360001,241.089996,240.619537,4709900
2020-04-29,245.479996,247.669998,244.199997,246.449997,245.969070,5015300
2020-04-30,244.199997,245.169998,241.910004,243.220001,242.745377,4885000
2020-05-01,239.580002,240.330002,236.500000,237.279999,236.816971,4723500
2020-05-04,235.210007,237.750000,233.639999,237.419998,236.956696,3845500
2020-05-05,240.020004,241.740005,238.699997,238.800003,238.334015,3143500
2020-05-06,240.339996,240.539993,236.600006,236.860001,236.397797,3082300
2020-05-07,239.240005,241.179993,238.550003,238.910004,238.443802,3411500
2020-05-08,242.270004,243.800003,241.339996,243.619995,243.144592,3904400
2020-05-11,241.679993,243.940002,241.000000,242.559998,242.086670,2743000
2020-05-12,243.809998,244.139999,237.940002,238.080002,237.615417,6433900
2020-05-13,236.960007,237.500000,231.020004,232.820007,232.365677,7531300
2020-05-14,230.080002,236.759995,228.300003,236.750000,236.288010,6964500
2020-05-15,234.160004,237.250000,233.410004,236.910004,236.910004,4811100
2020-05-18,243.509995,247.199997,243.360001,245.929993,245.929993,5234300
2020-05-19,245.449997,246.020004,242.070007,242.220001,242.220001,4404700
2020-05-20,245.399994,246.580002,244.729996,245.729996,245.729996,3280600
2020-05-21,245.550003,247.380005,243.880005,245.020004,245.020004,3378200
2020-05-22,244.910004,245.100006,243.169998,244.880005,244.880005,2521100
2020-05-26,250.839996,252.020004,249.880005,250.250000,250.250000,4872300
2020-05-27,253.729996,255.789993,250.330002,255.770004,255.770004,5326100
2020-05-28,257.869995,257.940002,253.889999,254.350006,254.350006,4957600
2020-05-29,253.270004,255.320007,250.679993,254.289993,254.289993,5082300
