Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,1187.800049,1189.229980,1178.099976,1187.869995,1187.869995,0
2019-06-04,1177.640015,1184.099976,1177.630005,1178.349976,1178.349976,0
2019-06-05,1177.680054,1181.310059,1171.650024,1176.050049,1176.050049,0
2019-06-06,1178.790039,1181.729980,1177.300049,1178.739990,1178.739990,0
2019-06-07,1178.060059,1186.260010,1176.910034,1177.000000,1177.000000,0
2019-06-10,1179.949951,1187.459961,1179.630005,1180.760010,1180.760010,0
2019-06-11,1184.199951,1185.300049,1177.500000,1182.099976,1182.099976,0
2019-06-12,1178.250000,1184.500000,1177.699951,1177.979980,1177.979980,0
2019-06-13,1183.599976,1187.030029,1180.900024,1183.430054,1183.430054,0
2019-06-14,1182.290039,1186.609985,1181.010010,1181.079956,1181.079956,0
2019-06-17,1185.550049,1187.760010,1183.500000,1185.890015,1185.890015,0
2019-06-18,1185.589966,1187.229980,1172.599976,1185.349976,1185.349976,0
2019-06-19,1174.300049,1178.280029,1172.900024,1173.579956,1173.579956,0
2019-06-20,1170.310059,1173.180054,1156.599976,1170.300049,1170.300049,0
2019-06-21,1158.400024,1164.030029,1156.900024,1157.209961,1157.209961,0
2019-06-24,1157.849976,1160.500000,1153.800049,1158.310059,1158.310059,0
2019-06-25,1154.280029,1156.410034,1151.699951,1152.469971,1152.469971,0
2019-06-26,1155.290039,1159.650024,1151.099976,1155.709961,1155.709961,0
2019-06-27,1153.079956,1158.180054,1153.079956,1152.500000,1152.500000,0
2019-06-28,1156.430054,1158.550049,1152.800049,1155.510010,1155.510010,0
2019-07-01,1155.489990,1163.849976,1149.209961,1155.599976,1155.599976,0
2019-07-02,1159.790039,1168.130005,1159.790039,1159.750000,1159.750000,0
2019-07-03,1165.920044,1172.229980,1165.140015,1165.579956,1165.579956,0
2019-07-04,1167.300049,1171.459961,1166.199951,1168.869995,1168.869995,0
2019-07-05,1167.699951,1175.680054,1167.699951,1167.130005,1167.130005,0
2019-07-08,1174.250000,1181.920044,1174.000000,1174.020020,1174.020020,0
2019-07-09,1179.699951,1184.170044,1174.000000,1179.849976,1179.849976,0
